-0.32,-0.33,-1
0.19,0.29,1
-0.02,0.06,1
-0.94,0.34,-1
0.12,0.62,1
-0.24,0.23,1
-0.7,-0.64,-1
-0.73,0.32,-1
0.64,-0.98,-1
-0.68,0.17,-1
0.89,0.86,1
-0.15,0.04,-1
-0.09,-0.99,-1
-0.27,-0.92,-1
0.18,0.2,1
0.03,0.97,1
-0.07,-0.74,-1
-0.76,-0.47,-1
0.57,-0.83,-1
0.46,-0.51,-1
0.64,-0.63,-1
-0.52,0.22,-1
-0.38,-0.87,-1
0.83,-0.14,-1
-0.63,-0.96,-1
-0.46,0.08,-1
0.94,-1,-1
0.69,-0.75,-1
-0.23,0.83,1
0.87,0.28,-1
-0.86,-0.09,-1
-0.74,0.39,-1
0.43,-0.99,-1
-0.39,0.85,1
0.88,-0.78,-1
-0.66,-0.24,-1
-0.23,-0.31,-1
0.46,-0.62,-1
-0.32,0.15,1
-0.94,0.01,-1
0.96,0.16,-1
-0.79,0.42,-1
0.7,-0.15,-1
0.31,0.47,1
0.79,0.34,-1
-0.7,0.69,1
0.9,-0.54,-1
0.5,0.93,1
0.35,-0.4,-1
0.03,-0.33,-1
0.98,-0.38,-1
0.85,-0.16,-1
0.09,-0.47,-1
-0.64,0.85,1
0.48,0.63,1
-0.2,0.93,1
-0.11,0.83,1
0.67,0.32,-1
-0.18,-0.33,-1
0.13,0.7,1
-0.56,0.68,1
-0.09,0.52,1
-0.19,-0.39,-1
0.56,-0.03,-1
0.77,-0.56,-1
0.32,0.25,1
-0.44,-0.86,-1
-0.74,0.82,1
0.89,-0.37,-1
-0.89,0.77,1
0.01,-0.8,-1
-0.46,0.12,-1
-0.1,0.93,1
0.8,0.49,-1
-0.47,0.25,1
-0.1,-0.43,-1
0.19,0.13,-1
0.31,0.39,1
-0.27,0.28,1
-0.17,0.39,1
-0.38,-0.6,-1
-0.92,-0.05,-1
0.06,0.85,1
-0.35,0.65,1
0.2,-0.82,-1
-0.8,0.08,-1
-0.55,-0.73,-1
-0.16,0.58,1
0.04,-0.7,-1
0.89,0.14,-1
-0.52,0.76,1
0.29,0.85,1
0.22,-0.09,-1
0.07,0.56,1
-0.59,-0.24,-1
0,-0.04,-1
-0.84,0.41,-1
-0.55,-0.75,-1
-0.87,0.29,-1
0.09,0.17,1
0.44,0.66,1
-0.82,-0.05,-1
0.89,-0.84,-1
0.43,0.24,1
-0.39,0.65,1
0.99,-0.35,-1
-0.57,-0.19,-1
0.15,0.27,1
0.43,0.4,1
-0.98,-0.51,-1
0.76,0.93,1
0.25,-0.9,-1
-0.42,0.99,1
-0.17,0.42,1
-0.38,-0.98,-1
0.18,-0.99,-1
-0.31,-0.56,-1
0.61,0.59,1
-0.22,0.02,1
0.24,0.05,1
-0.12,-0.2,-1
-0.83,-0.95,-1
-0.59,-0.36,-1
-0.18,0.47,1
-0.55,-0.91,-1
0.74,0.27,-1
0.68,0.96,1
-0.58,0.57,1
-0.56,-0.65,-1
0.87,0.6,-1
0.78,-0.53,-1
0.62,-0.35,-1
0.56,0.06,-1
0.49,0.88,1
-0.17,-0.67,-1
-0.8,-0.94,-1
0.59,0.75,1
0.42,-0.84,-1
-0.18,-0.39,-1
0.25,-0.52,-1
-0.28,-0.74,-1
0,0.88,1
0.33,0.44,1
-0.7,-0.08,-1
-0.26,0.76,1
0.27,0.97,1
0.07,0.55,1
-0.17,-0.03,1
-0.85,0.79,-1
0.84,0.04,-1
0.12,0.77,1
-0.13,-0.24,-1
0.28,-0.91,-1
-0.26,-0.61,-1
-0.92,0.14,-1
0.76,-0.6,-1
0.5,0.47,1
-0.02,-0.7,-1
-0.37,-0.55,-1
-0.1,-0.71,-1
0.64,0.42,-1
-0.36,-0.72,-1
0.52,0.56,1
0.83,-0.7,-1
0.06,-0.62,-1
-0.96,-0.87,-1
0,0.63,1
0.5,-0.39,-1
-0.03,0.25,1
-0.78,-0.86,-1
-0.48,0.79,1
-0.42,-0.58,-1
0.4,0.94,1
-0.68,0.77,1
0.64,-0.17,-1
-0.92,-0.13,-1
-0.07,0.88,1
0.26,0.38,1
0.88,-0.66,-1
-0.04,-0.44,-1
-0.67,0.08,-1
0.12,0.66,1
-0.81,0.06,-1
-0.17,0.38,1
0.77,0.01,-1
0.08,0.09,1
-0.47,-0.98,-1
0.62,0.28,-1
0.31,0.16,-1
-0.76,-0.89,-1
0.33,-0.56,-1
-0.8,0.57,1
0.49,0.76,1
-0.28,-0.41,-1
0.72,-0.65,-1
0.54,0.44,1
-0.77,0.98,1
-0.2,0.59,1
-0.26,-0.11,-1
0.03,0.14,1
0.88,-0.53,-1
0.81,-0.33,-1
0.4,-0.84,-1
-0.96,-0.12,-1
-0.93,-0.4,-1
0.11,-0.87,-1
0.25,-0.63,-1
0.4,0.17,-1
-0.16,0.92,1
0.44,-0.06,-1
-0.85,-0.18,-1
0.31,-0.37,-1
-0.98,-0.98,-1
-0.5,-0.94,-1
0.57,-0.86,-1
-0.01,0.25,1
0.86,-0.51,-1
-0.32,0.9,1
0.11,-0.26,-1
-0.58,-0.83,-1
-0.13,-0.68,-1
0.8,0.64,-1
0.4,0.66,1
0.17,-0.84,-1
0.82,0.73,1
0.07,-0.29,-1
-0.55,-0.44,-1
-0.79,0.25,-1
0.14,-0.64,-1
0.99,-0.22,-1
0.77,0.66,-1
-0.62,0.46,1
0.62,-0.15,-1
-0.12,-0.99,-1
-0.8,0.84,1
0.68,-0.1,-1
-0.61,0.36,-1
0.61,0.57,1
-0.28,-0.3,-1
-0.42,-0.32,-1
-0.39,-0.55,-1
-0.03,-0.17,-1
-0.04,-0.55,-1
-0.39,0.33,1
-0.58,0.54,1
0.97,0.21,-1
-0.79,0.61,-1
0.03,0.22,1
0.1,0.95,1
0.54,-0.48,-1
-0.25,0.13,1
0.62,-0.9,-1
0.94,0.07,-1
0.12,0.68,1
-0.69,-0.9,-1
0.34,-0.94,-1
0.27,-0.72,-1
-0.45,0.31,1
0.4,-0.59,-1
-0.05,0.96,1
0.19,-0.3,-1
0.89,-0.69,-1
0.42,-0.75,-1
0.39,0.37,1
-0.3,0.68,1
0.55,0.02,-1
0.61,-0.71,-1
0.27,-0.16,-1
-0.86,-0.76,-1
-0.04,0.2,1
-0.7,-0.62,-1
-0.23,-0.73,-1
0.35,0.69,1
-0.01,0.08,-1
-0.69,0.78,1
0.75,0.33,-1
0.24,-0.07,-1
0.02,-0.8,-1
-0.9,-0.66,-1
0.62,0.31,1
0.07,0.62,1
0.23,-0.62,-1
0.71,0.74,1
-0.57,-0.27,-1
-0.47,0.04,-1
-0.69,-0.22,-1
0.12,-0.98,-1
-0.8,0.04,-1
-0.87,0.15,-1
-0.7,-0.24,-1
0.68,0.84,1
0.43,0.07,-1
0.45,-0.23,-1
0.16,0.21,1
0.96,0.75,-1
-0.48,-0.94,-1
-0.59,0.18,-1
0.24,0.39,1
-0.74,0.53,-1
0.64,0.84,1
-0.69,0.51,1
-0.39,-0.07,-1
0.29,-0.62,-1
0.71,0.55,1
-0.15,0.5,1
0.04,-0.99,-1
-1,-0.58,-1
-0.01,0.67,1
0.02,0.94,1
-0.8,0.57,-1
-0.86,0.89,1
0.92,-0.51,-1
-0.24,0.78,1
-0.63,0.49,1
0.21,-0.67,-1
0.79,0.37,-1
-0.58,0.38,1
-0.75,-0.63,-1
0.47,0.4,1
-0.8,0.6,-1
-0.23,0.74,1
-0.15,0.66,1
0.85,-0.59,-1
0.24,-0.21,-1
-0.83,1,1
-0.4,0.78,1
0.04,-0.8,-1
0.92,-0.55,-1
-0.55,0.92,1
-0.08,-0.88,-1
-0.04,-0.11,-1
-0.12,0.74,1
0.3,0.59,1
0.5,-0.17,-1
0.17,0,-1
0.19,0.6,1
-0.42,-0.36,-1
0.34,-0.44,-1
-0.53,0.01,-1
0,0.94,1
0.12,-0.11,-1
-0.02,0.78,1
-0.51,0.07,-1
-0.59,-0.44,-1
0.13,0.74,1
0.84,-0.07,-1
-0.68,0.51,1
0.01,-0.15,-1
-0.84,0.32,-1
0.23,-0.68,-1
-0.59,0.45,1
-0.51,-0.58,-1
-0.69,-0.09,-1
0.73,0.33,-1
0.98,-0.55,-1
0.22,-0.71,-1
-0.94,-0.39,-1
0.55,0.63,1
0.6,0.79,1
-0.35,0.01,-1
0.65,0.43,1
0.54,0.93,1
0.2,-0.76,-1
0.93,0.98,1
0.23,0.95,1
-0.74,0.16,-1
-0.77,0.22,-1
0.72,-0.23,-1
-0.96,-0.63,-1
0.69,0.03,-1
0.66,-0.33,-1
0.08,-0.79,-1
-0.09,0.41,1
0.66,0.33,-1
0.74,-0.44,-1
-0.73,-0.18,-1
0.09,0.06,1
-0.47,-0.22,-1
0.6,-0.18,-1
-0.56,-0.49,-1
-0.69,-0.84,-1
0.61,0.24,-1
-0.17,-0.85,-1
-0.71,0.82,1
0.73,0.56,-1
0.11,0.83,1
0.65,-0.09,-1
0.42,0.44,1
0.96,0.03,-1
-0.13,0.48,1
-0.19,0.8,1
0.42,0.41,1
-0.76,-0.77,-1
-0.53,-0.48,-1
-0.98,-0.76,-1
-0.86,0.36,-1
0.09,0.01,1
0.1,-0.58,-1
0.88,-0.62,-1
0.48,0.26,1
0.59,-0.94,-1
0.86,0.49,-1
0.38,0.73,1
0.05,-0.8,-1
-0.46,-0.77,-1
0.58,-0.62,-1
-0.56,0.47,1
-0.78,-0.44,-1
0.44,-0.56,-1
0.7,0.92,1
0.43,0.5,1
-0.05,0.36,1
0.89,-0.27,-1
0.05,0.79,1
-0.27,-0.68,-1
-0.33,0.91,1
0.96,-0.65,-1
-0.75,-0.43,-1
-0.03,-0.99,-1
-0.93,0.71,-1
-0.57,0.14,-1
-0.14,-0.91,-1
-0.23,0.98,1
-0.59,0.02,-1
-0.75,0.76,1
-0.67,-0.58,-1
-0.21,-0.62,-1
-0.29,-0.37,-1
0.2,0.61,1
-0.87,0.68,-1
-0.02,-0.89,-1
0.33,-0.03,-1
0.03,0.75,1
0.48,-0.85,-1
0.71,-0.59,-1
-0.74,-0.25,-1
-0.28,0.54,1
0.54,-0.75,-1
-0.08,0.46,1
-0.67,0.59,1
0.45,-0.43,-1
0.7,0.9,1
-0.96,-0.07,-1
-0.63,-0.59,-1
0.72,-0.89,-1
-0.17,-0.63,-1
-0.64,0.09,-1
-0.73,-0.37,-1
-0.18,0.55,1
-0.02,0.88,1
-0.19,0.32,1
-0.24,0.02,-1
0.68,0.07,-1
-0.66,0.44,-1
0.17,0.16,1
-0.59,0.99,1
-0.6,-0.65,-1
0.95,-0.38,-1
0.73,0.45,-1
-0.02,-0.58,-1
0.82,0.24,-1
0.23,1,1
-0.46,0.68,1
-0.22,-0.98,-1
0.44,0.2,-1
-0.8,0.61,-1
0.34,-0.99,-1
0.58,0.96,1
-0.57,0.69,1
-0.16,-0.33,-1
0.13,-0.52,-1
-0.26,0.72,1
0.38,-0.74,-1
0.08,0.05,-1
-0.78,-0.52,-1
-0.47,-0.31,-1
-0.17,-0.97,-1
0.48,0.61,1
-0.25,-0.96,-1
0.47,-0.12,-1
-0.39,-0.99,-1
0,-0.24,-1
0.38,-0.87,-1
0.43,0.22,1
0.51,0.44,1
-0.22,0.98,1
0.67,-0.2,-1
-0.43,-0.72,-1
0.43,0.03,-1
0.98,-0.51,-1
0.19,0.11,-1
-0.11,-0.89,-1
-0.69,0.49,1
1,-0.08,-1
-0.28,-0.58,-1
0.94,0.21,-1
0.84,-0.13,-1
0.78,0.44,-1
0.32,-0.13,-1
-0.1,-0.16,-1
0.37,-0.98,-1
0.85,-0.08,-1
0.09,0.23,1
-0.54,0.22,-1
0.05,0.94,1
0.08,0.88,1
0.09,0.72,1
0.9,0.49,-1
-0.01,-0.2,-1
0.11,0.71,1
0.73,0.07,-1
0.45,-0.09,-1
0.29,-1,-1
-0.39,-0.54,-1
-0.14,0.52,1
0.53,-0.41,-1
0.4,0.68,1
-0.86,0.58,-1
-0.67,-0.44,-1
0.4,0.67,1
0.3,0.4,1
0.23,-0.16,-1
-0.93,-0.87,-1
-0.86,-0.25,-1
0.44,0.61,1
-0.33,0.13,1
0.78,-0.47,-1
-0.41,-0.32,-1
-0.11,0.01,-1
1,-0.59,-1
-0.2,0.71,1
-0.32,-0.07,-1
0.47,0.01,-1
-0.74,0.15,-1
0.52,-0.41,-1
-0.72,0.27,-1
0.64,0.04,-1
-0.32,0.64,1
0.3,-0.47,-1
-0.52,-0.47,-1
0.34,0.34,1
0.59,-0.99,-1
-0.32,0.49,1
0.92,0.75,-1
0.9,0.26,-1
0.49,0.54,1
-0.79,0.18,-1
0.47,0.87,1
0.41,0.16,-1
-0.65,0.65,1
0.71,-0.01,-1
-0.23,-0.43,-1
-0.24,0.26,1
0.77,0.17,-1
0.92,0.07,-1
-0.34,-0.45,-1
-0.33,-0.23,-1
0.74,-0.76,-1
-0.57,0.65,1
0.66,1,1
0.42,0.71,1
-0.48,-0.52,-1
0.64,0.25,-1
-0.76,0.01,-1
-0.41,-0.08,-1
-0.8,0.58,-1
0.37,-0.75,-1
0.71,0.99,1
0.91,-0.59,-1
0.27,-0.93,-1
-0.72,0.5,-1
-0.72,-0.99,-1
-0.15,0.65,1
-0.31,0.89,1
0.7,-0.52,-1
0.77,-0.31,-1
-0.61,-0.95,-1
0.8,0.76,1
0.44,0.67,1
-0.27,-0.07,-1
-0.99,0.22,-1
0.01,0.5,1
-0.52,-0.65,-1
0.21,0.04,-1
-0.06,-0.27,-1
0.59,-0.51,-1
0.82,-0.11,-1
-0.71,-0.31,-1
-0.24,-0.88,-1
0.66,-0.15,-1
-0.39,-0.13,-1
0.07,0.88,1
0.54,-0.64,-1
0.65,0.58,1
0.65,-0.49,-1
-0.87,-0.91,-1
0.31,0.91,1
-0.46,-0.8,-1
0.54,-0.03,-1
-0.81,-0.38,-1
0.79,0.24,-1
-0.41,-0.7,-1
-0.11,0.84,1
0.55,0.49,1
0.24,0.13,1
0.67,0.27,-1
-0.41,-0.42,-1
-0.59,0.12,-1
-0.08,-0.34,-1
0.55,-0.15,-1
0.04,-0.37,-1
0.4,0.22,-1
0.63,-0.9,-1
-0.77,0.66,1
-0.6,-0.1,-1
0.09,-0.44,-1
0.87,0.16,-1
-0.45,0.57,1
0.43,-0.51,-1
0.28,-0.96,-1
0.75,0.08,-1
0.46,-0.53,-1
0.46,-0.9,-1
0.31,-0.67,-1
-0.37,-0.26,-1
0.1,0.83,1
-0.17,0.7,1
0.14,-0.76,-1
-0.43,0.68,1
-0.34,-0.04,-1
0.61,-0.29,-1
0.18,-0.84,-1
0.98,0.63,-1
-0.13,-0.07,-1
0.43,0.57,1
-0.12,-0.34,-1
-0.11,0.49,1
-0.94,-0.37,-1
-0.19,0.2,1
-0.96,0.87,-1
0.32,0.48,1
0.68,-0.35,-1
-0.5,-0.38,-1
0.44,0.5,1
-0.29,-0.08,-1
-0.28,0.8,1
-0.44,-0.31,-1
-0.9,-0.24,-1
0.89,0.57,-1
0.36,0.62,1
0.79,-0.07,-1
-0.08,-0.4,-1
-0.77,0.11,-1
0.17,-0.46,-1
0.04,0.26,1
-0.52,0.98,1
-0.42,-0.46,-1
-0.83,-0.36,-1
-0.61,-0.47,-1
0.82,0.89,1
0.11,0.67,1
0.87,-0.41,-1
0.29,-0.17,-1
0.34,1,1
-0.13,0.04,1
0.34,0.52,1
0.61,-0.91,-1
-0.44,-0.73,-1
-0.73,-0.34,-1
0.56,-0.52,-1
-0.55,0.59,1
-0.72,0.46,-1
-0.29,-0.26,-1
-0.74,-0.93,-1
-0.65,-0.05,-1
0.7,-0.71,-1
0.02,0.9,1
-0.12,-0.54,-1
0.39,-0.27,-1
-0.59,-0.71,-1
0.34,-0.26,-1
0.93,0.02,-1
0.11,0.74,1
0.12,1,1
0.12,-0.65,-1
-0.84,-0.96,-1
-0.27,0.07,-1
0.39,0.95,1
-0.68,0.33,-1
0.92,0.75,-1
1,0.08,-1
0.65,0.01,-1
-0.24,-0.89,-1
-0.38,0.23,-1
-0.45,-0.65,-1
0.44,-0.48,-1
-0.38,0.25,1
0.7,-0.36,-1
0.23,-0.03,-1
0.5,-0.11,-1
-0.95,-0.12,-1
0.36,-0.47,-1
0.68,0.3,-1
0.74,0.92,1
0.8,-0.54,-1
-0.81,0.91,1
-0.35,-0.48,-1
-0.84,-0.79,-1
0.63,0.45,1
-0.58,-0.06,-1
-0.03,0,1
-0.41,-0.65,-1
0.23,-0.97,-1
0.98,0.77,-1
0.95,0.56,-1
-0.73,0.76,1
0.12,-0.6,-1
0.22,-0.43,-1
0.97,-0.81,-1
0.68,-0.38,-1
-0.72,0.6,1
0.77,-0.82,-1
0.78,0.42,-1
0.09,0.39,1
-0.69,0.33,-1
-1,0.61,-1
0.6,-0.28,-1
0.72,0.95,1
-0.96,0.91,-1
0.83,0.59,-1
-0.45,0.87,1
-0.72,0.64,1
-0.64,0.42,-1
-0.52,-0.5,-1
-0.64,-0.19,-1
0.8,-0.19,-1
-0.02,-0.6,-1
-0.43,-0.88,-1
-0.27,-0.84,-1
0.09,1,1
-0.94,-0.45,-1
-0.36,-0.16,-1
0.4,0.21,1
0.58,0.69,1
0.13,-0.95,-1
-0.99,0.85,-1
-0.49,-0.17,-1
0.73,0.41,-1
-0.11,-0.87,-1
0.96,0.23,-1
-0.39,0.3,1
0.14,0.94,1
0.3,0.34,1
-0.13,-0.09,-1
-0.06,-0.97,-1
0.83,-0.95,-1
0.53,-0.44,-1
0.63,-0.71,-1
0.86,0.18,-1
-0.75,0.14,-1
-0.36,0.75,1
0.6,-0.12,-1
0.39,-0.82,-1
-0.62,0.05,-1
0.07,0.99,1
0.82,0.82,1
-0.61,0.34,-1
0.81,-0.03,-1
-0.37,-0.18,-1
0.59,0.08,-1
0.77,0.73,1
0.24,0.32,1
-0.35,-0.3,-1
0.4,0.09,-1
0.06,-0.84,-1
-0.25,0.98,1
-0.5,-0.63,-1
-0.19,-0.82,-1
0.42,-0.19,-1
0.21,-0.61,-1
-0.88,-0.84,-1
-0.21,0.41,1
-0.66,-0.94,-1
-0.93,0.47,-1
-0.15,-0.48,-1
0.62,0.27,-1
-0.81,0.78,1
-0.89,-0.42,-1
0,-1,-1
-0.29,0.22,1
0.51,0.34,1
-0.98,-0.87,-1
0.86,-0.53,-1
-0.61,-0.45,-1
-0.98,0.4,-1
0.83,0.01,-1
0.59,0.21,-1
0.73,0.32,-1
-0.96,-0.68,-1
0.17,0.04,1
-0.31,-0.46,-1
-0.63,-0.44,-1
0.46,-0.58,-1
-0.39,-0.19,-1
0.22,-0.16,-1
-0.65,-0.34,-1
-0.24,-0.75,-1
-0.06,0.98,1
0.7,-0.99,-1
-0.53,0.18,-1
-0.54,0.88,1
0.79,-0.76,-1
0.25,0.7,1
0.18,-0.69,-1
0.67,0.53,1
0.56,0.89,1
-0.55,-0.36,-1
-0.44,0.58,1
0.99,0.28,-1
0.74,0.76,1
-0.48,-0.79,-1
0.86,1,1
0.75,0.25,-1
-0.95,-0.58,-1
0.18,-0.91,-1
0.14,0.65,1
0.78,-0.91,-1
-0.34,-0.34,-1
0.52,-0.36,-1
-0.6,-0.62,-1
-0.54,-0.09,-1
-0.61,-0.24,-1
-0.43,-0.5,-1
-0.56,-0.45,-1
-0.38,0.73,1
-0.66,-0.13,-1
0.95,-0.36,-1
-0.82,0.31,-1
